id,category_id,subcategory_id,name,slug,sku,description,category_slug,price,image,image_2,image_3,image_4,image_5,created_at,updated_at
"199,7,35,Jerzees Adult Dry-Power Active T-Shirt,""29M"",SKU-SQUYW1GC,These T-shirts are made from a fabric that contains sustainably sourced cotton. They’re ideal for custom printed activewear with no order minimums.,Apparel,15.5,"""","""","""","""","""",""2024-09-16 15:57:50"",""2024-09-16 15:57:50"""
"200,7,35,Bella + Canva Unisex Triblend V-Neck T-Shirt,""3415C"",SKU-QOWOGCKZ,Our Bella Canvas triblend v-neck T-shirts are ready to be printed with your client's logo or design. Order tri-blend T-shirt printing now at wholesale prices.,Apparel,21,"""","""","""","""","""",""2024-09-16 15:57:51"",""2024-09-16 15:57:51"""
"201,7,35,Next Level Mens CVC V,""6240"",SKU-KXFLXC8S,Our Next Level CVC crew shirts are ready to be printed with your client's logo or design. Print wholesale custom T-shirts that help you profit.,Apparel,21,"""","""","""","""","""",""2024-09-16 15:57:51"",""2024-09-16 15:57:51"""
"202,7,35,American Apparel Unisex Poly-Cotton Short Sleeve Crewneck,BB401W,SKU-XP0INL1C,Our American Apparel cotton and polyester shirts are ready to be printed with your client's logo or design. Print custom T-shirts now at wholesale prices.,Apparel,18.5,"""","""","""","""","""",""2024-09-16 15:57:51"",""2024-09-16 15:57:51"""
"203,7,35,American Apparel Unisex Fine Jersey Short Sleeve T-Shirt,""2001W"",SKU-AIFNGZQW,Our American Apparel jersey t-shirts are ready to be printed with your client's logo or design. Print wholesale custom T-shirts now.,Apparel,17.5,"""","""","""","""","""",""2024-09-16 15:57:51"",""2024-09-16 15:57:51"""
"204,7,35,Next Level Tri-Blend Mens Crew,""6010"",SKU-6YBNWBER,Our Next Level triblend crew t-shirts are ready to be printed with your client's logo or design. ,Apparel,19.5,"""","""","""","""","""",""2024-09-16 15:57:51"",""2024-09-16 15:57:51"""
"205,7,35,Bella + Canva Unisex Triblend t_shirt,""3413C"",SKU-LHC5ISCZ,Our Bella Canvas triblend T-shirts are ready to be printed with your client's logo or design. Print personalised tri-blend T-shirts now at wholesale prices.,Apparel,21.5,"""","""","""","""","""",""2024-09-16 15:57:51"",""2024-09-16 15:57:51"""
"206,7,35,Bella + Canva Unisex Jersey T-Shirt,""3001C"",SKU-P1OBAAKZ,Our Bella Canvas T-shirts are ready to be printed with your client's logo or design. Print 100% cotton custom T-shirts now at wholesale prices.,Apparel,19.5,"""","""","""","""","""",""2024-09-16 15:57:51"",""2024-09-16 15:57:51"""
"207,7,35,Next Level Unisex Cotton T-Shirt,""3600"",SKU-ZQXHAMES,Our Next Level t-shirts are ready to be printed with your client's logo or design. Order T-shirt printing online at wholesale prices that help you profit.,Apparel,19.5,"""","""","""","""","""",""2024-09-16 15:57:51"",""2024-09-16 15:57:51"""
"208,7,35,Fruit of the Loom Adult 8.3oz HD Cotton T-Shirt,""3931"",SKU-4JC9V6HN,Our Fruit of the Loom t-shirts are ready to be printed with your client's logo or design. Get custom T-shirt printing done now at wholesale prices.,Apparel,14.5,"""","""","""","""","""",""2024-09-16 15:57:51"",""2024-09-16 15:57:51"""
"209,7,35,Gildan Adult Ultra Cotton 10oz T-Shirt,G200,SKU-YUSM3FM1,Our Gildan ultra cotton T-shirts are ready to be printed with your client's logo or design. Get custom apparel printing done now at wholesale prices.,Apparel,14.5,"""","""","""","""","""",""2024-09-16 15:57:52"",""2024-09-16 15:57:52"""
"210,7,35,Gildan Adult Softstyle 7.5oz T-Shirt,G640,SKU-WRNBFMDX,Our Gildan soft T-shirts are ready to be printed with your client's logo or design. Order T-shirt printing online now at wholesale prices.,Apparel,14.5,"""","""","""","""","""",""2024-09-16 15:57:52"",""2024-09-16 15:57:52"""
"211,7,35,Gildan Adult Heavy Cotton 8.8oc T-Shirt,G500,SKU-UM0JAKQJ,Our Gildan heavy cotton T-shirts are ready to be printed with your client's logo or design. Order custom T-shirt printing now at wholesale prices,Apparel,12.5,"""","""","""","""","""",""2024-09-16 15:57:52"",""2024-09-16 15:57:52"""
"212,7,35,Gildan Adult Heavy Cotton 8.8oz Long Sleeve T-Shirt,G540,SKU-9CM0QCBU,Our Gildan heavy cotton long sleeve shirts are ready to be printed with your client's logo or design. Print personalized long sleeve shirts at wholesale prices.,Apparel,17.5,"""","""","""","""","""",""2024-09-16 15:57:52"",""2024-09-16 15:57:52"""
"213,7,36,Gildan Adult Ultra Cotton 10oz Long Sleeve T-Shirt,G240,SKU-OATM99XL,Our Gildan long sleeve T-shirts are ready to be printed with your client's logo or design. Print ultra cotton long sleeve shirts wholesale today for your clients.,Apparel,17.5,"""","""","""","""","""",""2024-09-16 15:57:52"",""2024-09-16 15:57:52"""
"214,7,36,Fruit of the Loom Adult 8.3oz HD Cotton Long Sleeve T-Shirt,""4930"",SKU-8G80Q75J,Our Fruit of the Loom long sleeve shirts are ready to be printed with your client's logo or design. Print personalised T-shirts now at wholesale prices,Apparel,16.5,"""","""","""","""","""",""2024-09-16 15:57:52"",""2024-09-16 15:57:52"""
"215,7,36,Bella + Canva Unisex Jersey Long Sleeve T-Shirt,""3501"",SKU-9IGODFWT,Our Bella Canvas long sleeve shirts are ready to be printed with your client's logo or design. We help you make custom T-shirt printing profitable.,Apparel,21,"""","""","""","""","""",""2024-09-16 15:57:52"",""2024-09-16 15:57:52"""
"216,7,36,Next Level Mens Cotton Long Sleeve Crew,N3601,SKU-GXZFK96F,Our Next Level long sleeve shirts are ready to be printed with your client's logo or design. Print long sleeve shirts wholesale today and make a profit.,Apparel,22.5,"""","""","""","""","""",""2024-09-16 15:57:52"",""2024-09-16 15:57:52"""
"217,7,36,Gildan Adult 50/50 Long-Sleeve T-Shirt,G840,SKU-BZNXQ9XN,These moisture-wicking long sleeve shirts are ready to be printed with your client’s designs. The fabric blend contains sustainably and fairly grown cotton,Apparel,18.5,"""","""","""","""","""",""2024-09-16 15:57:52"",""2024-09-16 15:57:52"""
"218,7,37,Anvil by Gildan-Softstyle Lightweight Hooded Long Sleeve T- Shirt,""987"",SKU-V6Y818A9,This lightweight long sleeve shirt has an extra value-adding feature: a drawstring hood. Print in full color with no order minimums or setup fees.,Apparel,26.5,"""","""","""","""","""",""2024-09-16 15:57:52"",""2024-09-16 15:57:52"""
"219,7,37,Guildan Adult Heavy Blend 13.3oz 50/50 Fleece,G180,SKU-TUKNIK5V,""Our Gildan crewneck sweatshirts are ready to be printed with your client's logo or design. Get custom apparel printing done at wholesale prices. There is no minimum order quantity, so you can profit even from one-off orders for sweaters."",Apparel,22.5,"""","""","""","""","""",""2024-09-16 15:57:52"",""2024-09-16 15:57:52"""
"220,7,37,Champion 12oz Double Dry Eco Crew,S600,SKU-C5GR5EPJ,""Our Champion crewneck sweatshirts are ready to be printed with your client's logo or design. Enjoy high quality custom apparel printing that helps you profit. There is no minimum order quantity, so you can profit even from one-off orders for sweaters."",Apparel,33.5,"""","""","""","""","""",""2024-09-16 15:57:53"",""2024-09-16 15:57:53"""
"221,7,37,Fruit of the Loom Adult 20oz Supercotton Fleece,""82300"",SKU-UHW6HLXU,""Our Fruit of the Loom sweatshirts are ready to be printed with your client's logo or design. Print apparel wholesale, mark up and profit. There is no minimum order quantity, so you can profit even from one-off orders for sweaters."",Apparel,26.5,"""","""","""","""","""",""2024-09-16 15:57:53"",""2024-09-16 15:57:53"""
"222,7,37,Bella + Canva Unisex Sponge Fleece Crewneck,""3901"",SKU-VDT1Z1FQ,""Our Bella Canvas crewneck sweatshirts are ready to be printed with your client's logo or design. Earn more with SinaLite's custom apparel printing services. There is no minimum order quantity, so you can profit even from one-off orders for sweaters."",Apparel,36.5,"""","""","""","""","""",""2024-09-16 15:57:53"",""2024-09-16 15:57:53"""
"223,7,38,Gildan Adult Heavy Blend 13.3oz 50/50 Hood,G185,SKU-NWFTFFYL,""Our Gildan hoodies are ready to be printed with your client's logo or design. Print custom hooded sweatshirts now at wholesale prices. There is no minimum order quantity, so you can profit even from one-off orders for hooded sweaters"",Apparel,27.5,"""","""","""","""","""",""2024-09-16 15:57:53"",""2024-09-16 15:57:53"""
"224,7,38,Champion 12oz Double Dry Eco Pullover Hood,S700,SKU-ITI052RH,""Our Fruit of the Loom hoodies are ready to be printed with your client's logo or design. Print 60% cotton 40% polyester hoodies at wholesale prices. There is no minimum order quantity, so you can profit even from one-off orders for hooded sweaters."",Apparel,40,"""","""","""","""","""",""2024-09-16 15:57:53"",""2024-09-16 15:57:53"""
"225,7,38,Fruit of the Loom Adult 12oz SofSpun Hooded,SF76R,SKU-ECAW3TZY,""Our Fruit of the Loom hoodies are ready to be printed with your client's logo or design. Print 60% cotton 40% polyester hoodies at wholesale prices. There is no minimum order quantity, so you can profit even from one-off orders for hooded sweaters."",Apparel,27.5,"""","""","""","""","""",""2024-09-16 15:57:53"",""2024-09-16 15:57:53"""
"226,7,38,Bella + Canva Unisex Sponge Fleece Pullover ,""3719"",SKU-CAFDWDBX,""Our Bella Canvas pullover hoodies are ready to be printed with your client's logo or design. Print custom sweatshirts and hoodies at wholesale prices. There is no minimum order quantity, so you can profit even from one-off orders for hooded sweaters."",Apparel,36.5,"""","""","""","""","""",""2024-09-16 15:57:53"",""2024-09-16 15:57:53"""
"227,7,38,Jerzes Adult NuBlend Fleece Pullover Hooded,""996"",SKU-0QL1TWTU,""These pullover hoodies are made with a cotton-polyester blend, which contains sustainably sourced cotton. Get them custom printed with no order minimums. There is no minimum order quantity, so you can profit even from one-off orders for hooded sweaters."",Apparel,27.5,"""","""","""","""","""",""2024-09-16 15:57:53"",""2024-09-16 15:57:53"""
"228,7,39,Gildan Adult Ultra Cotton 10oz Tank,G220,SKU-HWM4O7EL,Our Gildan ultra cotton tank tops are ready to be printed with your client's logo or design. Print 100% cotton tank tops now at wholesale prices.,Apparel,15.5,"""","""","""","""","""",""2024-09-16 15:57:53"",""2024-09-16 15:57:53"""
"229,7,39,Bella + Canvas Unisex Jersey Tank,""3480"",SKU-GWGHAZFG,Custom tank tops are perfect for printing with your client's personalized design. Print Bella Canvas 3480 tanks from SinaLite at wholesale prices.,Apparel,18.5,"""","""","""","""","""",""2024-09-16 15:57:53"",""2024-09-16 15:57:53"""
"230,7,39,American Apparel Unisex Fine Jersey Tank,""2408W"",SKU-QH8TAQEK,Our Bella Canvas muscle tank tops are ready to be printed with your client's logo or design. Print custom muscle tank tops now at wholesale prices.,Apparel,20,"""","""","""","""","""",""2024-09-16 15:57:54"",""2024-09-16 15:57:54"""
"231,7,39,Fruit of the loom Adult HD Cotton,""39TKR"",SKU-AC6P3TZX,Print custom tank tops for your clients without order minimums. We’ll decorate them at wholesale prices that help you profit.,Apparel,15.5,"""","""","""","""","""",""2024-09-16 15:57:54"",""2024-09-16 15:57:54"""
"232,7,40,Core 365 88181 Polo,""88181"",SKU-9EOKICUX,""Embroider this 100% polyester polo shirt with moisture-wicking and UV protection properties. Best of all, there’s no order minimum."",Apparel,17.5,"""","""","""","""","""",""2024-09-16 15:57:54"",""2024-09-16 15:57:54"""
"233,7,40,Core 365 88192 Polo,""88192"",SKU-FXNZQKTN,""Embroider this 100% polyester long sleeve polo shirt with moisture-wicking and UV protection properties. Best of all, there’s no order minimum."",Apparel,24.5,"""","""","""","""","""",""2024-09-16 15:57:54"",""2024-09-16 15:57:54"""
"234,7,40,M&O 7002 Polo,""7002"",SKU-USBJJPVA,Looking to achieve professionalism at a low cost? These affordable custom polos are ready to be embroidered with your client’s brand.,Apparel,17.5,"""","""","""","""","""",""2024-09-16 15:57:54"",""2024-09-16 15:57:54"""
"235,7,40,M&O 7006 Polo,""7006"",SKU-BA13PLDA,""Ready to be customized with your client’s embroidery design, these cotton-polyester blended polos are comfortable yet professional."",Apparel,17.5,"""","""","""","""","""",""2024-09-16 15:57:54"",""2024-09-16 15:57:54"""
"236,7,41,Gildan Ladies Ultra Cotton 10oz T-Shirts,G200L,SKU-UCAIGOCZ,Our Gildan ultra cotton shirts for women are ready to be printed with your client's logo or design. Now you can print personalised t-shirts for all your customers.,Apparel,14.5,"""","""","""","""","""",""2024-09-16 15:57:54"",""2024-09-16 15:57:54"""
"237,7,41,Gildans ladies Heavy Cotton 8.8oz T-Shirt,G500L,SKU-DTMYMI9Y,Our Gildan heavy cotton women's t-shirts are ready to be printed with your client's logo or design. We'll get your t-shirt printing done at wholesale prices.,Apparel,14.5,"""","""","""","""","""",""2024-09-16 15:57:54"",""2024-09-16 15:57:54"""
"238,7,41,Gildans Ladies Softstyle 7.5oz Fitted T-Shirt,G640L,SKU-2LYQXGLN,Our Gildan ladies' softstyle shirts are ready to be printed with your client's logo or design. Our custom t-shirt printing services help you profit.,Apparel,14.5,"""","""","""","""","""",""2024-09-16 15:57:54"",""2024-09-16 15:57:54"""
"239,7,41,Fruit of the Loom Ladies 8.3oz HD CottonTM,L3930R,SKU-QZHBISCX,Our Fruit of the Loom cotton t-shirts are ready to be printed with your client's logo or design. Print custom ladies' cotton t-shirts wholesale so that you can profit.,Apparel,14.5,"""","""","""","""","""",""2024-09-16 15:57:55"",""2024-09-16 15:57:55"""
"240,7,41,Fruit of the Loom adies 8.3oz HD Cotton V-Neck T-Shirt,L39VR,SKU-NJ0RWWEF,Our Fruit of the Loom women's V-neck t-shirts are ready to be printed with your client's logo or design. Our wholesale T-shirt printing is cost-effective while maintaining quality.,Apparel,14.5,"""","""","""","""","""",""2024-09-16 15:57:55"",""2024-09-16 15:57:55"""
"241,7,41,Bella + Canva Ladies The Favorite T-Shirt,""6004"",SKU-9TPOE1MY,""Our Bella Canvas ladies' t-shirts are ready to be printed with your client's logo or design. With comfort and style, they're called the women's favorite tee."",Apparel,18.5,"""","""","""","""","""",""2024-09-16 15:57:55"",""2024-09-16 15:57:55"""
"242,7,41,Next Level Ladies Boyfriend T-Shirt,N3900,SKU-C977W6BY,""Our Next Level women's boyfriend T-shirts are ready to be printed with your client's logo or design. Whether you need bulk t-shirt printing, or just 1 shirt, we'll get it done."",Apparel,19.5,"""","""","""","""","""",""2024-09-16 15:57:55"",""2024-09-16 15:57:55"""
"243,7,41,Bella + Canva Ladies Triblend,B8413,SKU-HCZYIPTD,Our Bella Canvas ladies' triblend t-shirts are ready to be printed with your client's logo or design. Now you can print custom tri blend t-shirts for your clients.,Apparel,16.68,"""","""","""","""","""",""2024-09-16 15:57:55"",""2024-09-16 15:57:55"""
"244,7,41,Bella + Canva Ladies Relaxed Jersey V-Neck ,""6405"",SKU-W4CXZA8J,This V-neck T-shirt with a relaxed fit is ready to be decorated with your client’s branding or design. Print with no minimums at wholesale prices.,Apparel,19.5,"""","""","""","""","""",""2024-09-16 15:57:55"",""2024-09-16 15:57:55"""
"245,7,41,Gildan Heavy Cotton Womens V-Neck T-Shirt,""5V00L"",SKU-ECOTMK54,Decorate these thick cotton V-neck T-shirts with your client’s branding or design. Our wholesale prices an no-minimum printing help you profit.,Apparel,15.5,"""","""","""","""","""",""2024-09-16 15:57:55"",""2024-09-16 15:57:55"""
"246,7,41,Anvil by Gildan Softstyle Womens LightWeight T-Shirt,""880"",SKU-NGONOEUI,""These ladies’ T-shirts have a smooth, high-density surface that enhances the print quality. Print in full color with no order minimums or setup fees."",Apparel,17.5,"""","""","""","""","""",""2024-09-16 15:57:55"",""2024-09-16 15:57:55"""
"247,7,41,Bella + Canva Ladies Flowing Long-Sleeve T-Shirt,""8850"",SKU-SBUFAKPB,Our Bella Canvas flowy love sleeve shirts are ready to be printed with your client's logo or design. This off-the-shoulder top is comfortable and stylish.,Apparel,28.5,"""","""","""","""","""",""2024-09-16 15:57:55"",""2024-09-16 15:57:55"""
"248,7,42,Next Level Ladies Trieblend Racerback Tank,""6733"",SKU-ETCTJN16,Our Next Level women's racerback tanks are ready to be printed with your client's logo or design. Print tribend tank tops at wholesale prices now.,Apparel,19.5,"""","""","""","""","""",""2024-09-16 15:57:56"",""2024-09-16 15:57:56"""
"249,7,42,Bella + canva Ladies Flowy Racerback Tank,B8800,SKU-X9YPIZ6P,Our Bella Canvas tank tops are ready to be printed with your client's logo or design. Customize ladies' apparel and more. Then mark up to profit.,Apparel,20,"""","""","""","""","""",""2024-09-16 15:57:56"",""2024-09-16 15:57:56"""
"250,7,42,Bella + Canva Ladies Triblend Racerback Tank,""8430"",SKU-ASC7PQP4,Our Bella Canvas tank tops are ready to be printed with your client's logo or design. Customize ladies' apparel and more. Then mark up to profit.,Apparel,19.5,"""","""","""","""","""",""2024-09-16 15:57:56"",""2024-09-16 15:57:56"""
"251,7,42,Bella + Canva Ladies Jrsey Muscle Tank,B6003,SKU-8F0H2YXH,Our Bella Canvas jersey tank tops are ready to be printed with your client's logo or design. Print women's muscle tanks and more with a unique design.,Apparel,18.5,"""","""","""","""","""",""2024-09-16 15:57:56"",""2024-09-16 15:57:56"""
"252,7,43,Core 365 78181,""78181"",SKU-UQ1YEJAT,""Embroider this 100% polyester women’s polo shirt with moisture-wicking and UV protection properties. Best of all, there’s no order minimum."",Apparel,17.5,"""","""","""","""","""",""2024-09-16 15:57:56"",""2024-09-16 15:57:56"""
"253,7,43,Core 365 78192,""78192"",SKU-YFPPGHXI,""Embroider this 100% polyester women’s long sleeve polo shirt with moisture-wicking and UV protection properties. Best of all, there’s no order minimum."",Apparel,20.5,"""","""","""","""","""",""2024-09-16 15:57:57"",""2024-09-16 15:57:57"""
"254,7,44,Gildan Youth Ultra Cotton 10oz T-shirt,G200B,SKU-4OFBZEJA,Our Gildan youth cotton t-shirts are ready to be printed with your client's logo or design. Now you can offer kids' cotton t-shirts printed with custom artwork.,Apparel,14.5,"""","""","""","""","""",""2024-09-16 15:57:57"",""2024-09-16 15:57:57"""
"255,7,44,Gildan Youth Heavy Cotton 8.8oz T-Shirt,G500B,SKU-6NRVT8MI,Our Gildan youth t-shirts are ready to be printed with your client's logo or design. The heavy cotton adds extra warm to these custom printed shirts for kids.,Apparel,14.5,"""","""","""","""","""",""2024-09-16 15:57:57"",""2024-09-16 15:57:57"""
"256,7,44,Next Level Youth Boys Cotton Crew,""3310"",SKU-ICBGHEUN,Our Next Level kids' cotton T-shirts are ready to be printed with your client's logo or design. We'll make t-shirt printing easier so you can focus on your print profits.,Apparel,18.5,"""","""","""","""","""",""2024-09-16 15:57:57"",""2024-09-16 15:57:57"""
"257,7,44,Bella + Canvas Youth Jersey T-Shirt,""3001Y"",SKU-IPECKGH3,Our Bella Canvas youth jersey t-shirts are ready to be printed with your client's logo or design. Now you can print clothing for children and more.,Apparel,18.5,"""","""","""","""","""",""2024-09-16 15:57:57"",""2024-09-16 15:57:57"""
"258,7,44,Bella + Canvas Youth Triblend Short Sleeve T-Shirt,""3413Y"",SKU-SWBNPZXJ,""Our Bella Canvas youth t-shirts are ready to be printed with your client's logo or design. These are made from polyester, cotton and rayon."",Apparel,21.5,"""","""","""","""","""",""2024-09-16 15:57:58"",""2024-09-16 15:57:58"""
"259,7,45,Gildan Youth Ultra Cotton 10oz Lon Sleee T-Shirt,G240B,SKU-WIZLTWSH,Our Gildan youth shirts are ready to be printed with your client's logo or design. Order these printed long sleeve t-shirts in bulk or one by one.,Apparel,19.5,"""","""","""","""","""",""2024-09-16 15:57:58"",""2024-09-16 15:57:58"""
"260,7,46,Gildan Youth Heavy Blend 13.3oz 50/50 Hood,G185B,SKU-QTUJOBKG,""Our Gildan heavy blend hoodies are ready to be printed with your client's logo or design. Print custom hoodies and hooded sweatshirts at wholesale prices. There is no minimum order quantity, so you can profit even from one-off orders for hooded sweaters."",Apparel,26.5,"""","""","""","""","""",""2024-09-16 15:57:58"",""2024-09-16 15:57:58"""
"261,7,46,Gildan Youth Heavy Blend 13.3oz 50/50 leece Crew,G180B,SKU-JRBOOHWU,""Our Gildan sweaters are ready to be printed with your client's logo or design. Your customers will love these custom printed youth crewneck sweaters. There is no minimum order quantity, so you can profit even from one-off orders for sweaters."",Apparel,25.5,"""","""","""","""","""",""2024-09-16 15:57:58"",""2024-09-16 15:57:58"""
"262,7,47,ATC C130,C130,SKU-CKDGPNFH,These custom embroidered baseball caps are popular and affordable to help you profit. Choose from a variety of colors to suit your client’s needs.,Apparel,11.5,"""","""","""","""","""",""2024-09-16 15:57:58"",""2024-09-16 15:57:58"""
"263,7,47,Yupoong 6606,""6606"",SKU-BLSNNFYC,Embroider polyester-cotton blend caps with no minimums. These custom hats have a structured fit and a comfortable mesh back to keep the user cool.,Apparel,14.5,"""","""","""","""","""",""2024-09-16 15:57:58"",""2024-09-16 15:57:58"""
"264,7,47,Yupoong 6245CM,""6245CM"",SKU-0Y2KZIY6,""Embroider cotton caps with no minimums. When worn, these custom baseball caps take on the classic shape that’s been popular for decades."",Apparel,15.5,"""","""","""","""","""",""2024-09-16 15:57:59"",""2024-09-16 15:57:59"""
"265,7,47,Yupong 6006,""6006"",SKU-YLXVRT6V,Embroider these mesh-back caps with no minimums. These custom hats have a a trendy flat bill and they’re structured to keep their shape.,Apparel,14.5,"""","""","""","""","""",""2024-09-16 15:57:59"",""2024-09-16 15:57:59"""
"266,7,47,Flexfit 6277,""6277"",SKU-T6KC4CKS,Embroider these triblend caps with no minimums. These custom baseball caps are structured to keep their shape and have a wool-like texture.,Apparel,16.75,"""","""","""","""","""",""2024-09-16 15:57:59"",""2024-09-16 15:57:59"""
"267,7,47,Yupoong 6089,""6089"",SKU-KM22RQLX,Embroider these acrylic-wool blend caps with no minimums. These custom baseball caps have a structured shape and eyelets for ventilation. They have a green undervisor.,Apparel,15.5,"""","""","""","""","""",""2024-09-16 15:57:59"",""2024-09-16 15:57:59"""
"268,7,48,Promoinal Tote,Q-Tees Q800,SKU-WCWP6UIK,""Need custom printed tote bags to fulfill your clients' needs? Get tote bags printed by ordering in just minutes. Your clients will love their new personalized printed tote bags, and you'll profit from our wholesale prices."",Apparel,15.75,"""","""","""","""","""",""2024-09-16 15:57:59"",""2024-09-16 15:57:59"""
"269,7,48,""11L Canvas "",Q-Tees Q4400,SKU-GS2JCVH2,Custom printed canvas tote bags are all the rage. Order for your clients printed canvas bags at wholesale prices and watch your profits grow. We even offer free clipart images to use for your design.,Apparel,16.75,"""","""","""","""","""",""2024-09-16 15:57:59"",""2024-09-16 15:57:59"""